Suit,Shirt,Tie,Shoes,Rating,Comment
black,royal blue,light blue,brown,8,Black shoes should always be worn with a black suit
black,royal blue,red,black,10, 
black,royal blue,red,brown,8,Black shoes should always be worn with a black suit
black,royal blue,lavender,black,10, 
black,royal blue,lavender,brown,8,Black shoes should always be worn with a black suit
black,royal blue,orange,black,10, 
black,royal blue,orange,brown,8,Black shoes should always be worn with a black suit
black,royal blue,brown,black,8,Try a different colored tie
black,royal blue,brown,brown,7,Black shoes should always be worn with a black suit
black,royal blue,green,black,10, 
black,royal blue,green,brown,8,Black shoes should always be worn with a black suit
black,royal blue,yellow,black,10, 
black,royal blue,yellow,brown,8,Black shoes should always be worn with a black suit
black,lavender,black,black,10, 
black,lavender,black,brown,8,Black shoes should always be worn with a black suit
black,lavender,navy,black,8,"Navy tie with a black suit is never good, try another color."
black,lavender,navy,brown,6,Black shoes should always be worn with a black suit
black,lavender,light blue,black,10, 
black,lavender,light blue,brown,8,Black shoes should always be worn with a black suit
black,lavender,red,black,9,"That's a unique shirt and tie combo, make sure they compliment each other"
black,lavender,red,brown,7,Black shoes should always be worn with a black suit
black,lavender,lavender,black,9,Matching your shirt and tie is tricky- make sure they are the exact same shade and there is at least one pattern
black,lavender,lavender,brown,7,Black shoes should always be worn with a black suit
black,lavender,orange,black,9,"That's a unique shirt and tie combo, make sure they compliment each other"
black,lavender,orange,brown,7,Black shoes should always be worn with a black suit
black,lavender,brown,black,8,Try a different colored tie
black,lavender,brown,brown,6,Black shoes should always be worn with a black suit
black,lavender,green,black,9,"That's a unique shirt and tie combo, make sure they compliment each other"
black,lavender,green,brown,7,Black shoes should always be worn with a black suit
black,lavender,yellow,black,10, 
black,lavender,yellow,brown,8,Black shoes should always be worn with a black suit
navy,white,black,black,6,Try wearing brown shoes with a navy suit.  A black tie should not be worn with a navy suit
navy,white,black,brown,8,A black tie should not be worn with a navy suit
navy,white,navy,black,9,Try wearing brown shoes with a navy suit
navy,white,navy,brown,10, 
navy,white,light blue,black,9,Try wearing brown shoes with a navy suit
navy,white,light blue,brown,10,Make sure there is enough pattern to keep you from looking like a democrat candidate
navy,white,red,black,9,Try wearing brown shoes with a navy suit
navy,white,red,brown,10,Make sure there is enough pattern to keep you from looking like a republican candidate
navy,white,lavender,black,9,Try wearing brown shoes with a navy suit
navy,white,lavender,brown,10, 
navy,white,orange,black,9,Try wearing brown shoes with a navy suit
navy,white,orange,brown,10, 
navy,white,brown,black,8,Try wearing brown shoes with a navy suit
navy,white,brown,brown,9, 
navy,white,green,black,8,Try wearing brown shoes with a navy suit
navy,white,green,brown,10, 
navy,white,yellow,black,9,Try wearing brown shoes with a navy suit
navy,white,yellow,brown,10, 
navy,grey,black,black,5,Try wearing brown shoes with a navy suit
navy,grey,black,brown,6,Lose the black tie and this would be a great look 
navy,grey,navy,black,6,Try wearing brown shoes with a navy suit
navy,grey,navy,brown,10, 
navy,grey,light blue,black,9,Try wearing brown shoes with a navy suit
navy,grey,light blue,brown,10, 
navy,grey,red,black,9,Try wearing brown shoes with a navy suit
navy,grey,red,brown,10, 
navy,grey,lavender,black,9,Try wearing brown shoes with a navy suit
navy,grey,lavender,brown,10, 
navy,grey,orange,black,9,Try wearing brown shoes with a navy suit
navy,grey,orange,brown,10, 
navy,grey,brown,black,7,Try wearing brown shoes with a navy suit
navy,grey,brown,brown,8, 
navy,grey,green,black,9,Try wearing brown shoes with a navy suit
navy,grey,green,brown,10, 
navy,grey,yellow,black,9,Try wearing brown shoes with a navy suit
navy,grey,yellow,brown,10, 
navy,light blue,black,black,7,Try wearing brown shoes with a navy suit
navy,light blue,black,brown,9, 
navy,light blue,navy,black,9,Try wearing brown shoes with a navy suit
navy,light blue,navy,brown,10, 
navy,light blue,light blue,black,8,Try wearing brown shoes with a navy suit
navy,light blue,light blue,brown,9, 
navy,light blue,red,black,9,Try wearing brown shoes with a navy suit
navy,light blue,red,brown,10, 
navy,light blue,lavender,black,9,Try wearing brown shoes with a navy suit
navy,light blue,lavender,brown,10, 
navy,light blue,orange,black,9,Try wearing brown shoes with a navy suit
navy,light blue,orange,brown,10, 
navy,light blue,brown,black,9,Try wearing brown shoes with a navy suit
navy,light blue,brown,brown,10, 
navy,light blue,green,black,9,Try wearing brown shoes with a navy suit
navy,light blue,green,brown,10, 
navy,light blue,yellow,black,9,Try wearing brown shoes with a navy suit
navy,light blue,yellow,brown,10, 
navy,royal blue,black,black,6,Try wearing brown shoes with a navy suit
navy,royal blue,black,brown,7,Lose the black tie and this would be a great look 
navy,royal blue,navy,black,8,Try wearing brown shoes with a navy suit
navy,royal blue,navy,brown,8,"Too many blues- change the shirt to a different color-try white, grey or lavender"
navy,royal blue,light blue,black,6,Try wearing brown shoes with a navy suit
navy,royal blue,light blue,brown,7,"Too many blues- change the shirt to a different color-try white, grey or lavender"
navy,royal blue,red,black,9,Try wearing brown shoes with a navy suit
navy,royal blue,red,brown,10, 
navy,royal blue,lavender,black,9,Try wearing brown shoes with a navy suit
navy,royal blue,lavender,brown,10, 
navy,royal blue,orange,black,9,Try wearing brown shoes with a navy suit
navy,royal blue,orange,brown,10, 
navy,royal blue,brown,black,8,Try wearing brown shoes with a navy suit
navy,royal blue,brown,brown,9, 
navy,royal blue,green,black,8,Try wearing brown shoes with a navy suit
navy,royal blue,green,brown,9, 
navy,royal blue,yellow,black,9,Try wearing brown shoes with a navy suit
navy,royal blue,yellow,brown,10, 
navy,lavender,black,black,7,Try wearing brown shoes with a navy suit. A black tie should not be worn with a navy suit
navy,lavender,black,brown,8,A black tie should not be worn with a navy suit
navy,lavender,navy,black,9,Try wearing brown shoes with a navy suit
navy,lavender,navy,brown,10, 
navy,lavender,light blue,black,9,Try wearing brown shoes with a navy suit
navy,lavender,light blue,brown,10, 
navy,lavender,red,black,8,Try wearing brown shoes with a navy suit
navy,lavender,red,brown,9,"That's a unique shirt and tie combo, make sure they compliment each other"
navy,lavender,lavender,black,7,Try wearing brown shoes with a navy suit
navy,lavender,lavender,brown,8,Matching your shirt and tie is tricky- make sure they are the exact same shade and there is at least one pattern
navy,lavender,orange,black,7,Try wearing brown shoes with a navy suit
navy,lavender,orange,brown,8,"That's a unique shirt and tie combo, make sure they compliment each other"
navy,lavender,brown,black,9,Try wearing brown shoes with a navy suit
navy,lavender,brown,brown,10, 
navy,lavender,green,black,9,Try wearing brown shoes with a navy suit
navy,lavender,green,brown,10,"That's a unique shirt and tie combo, make sure they compliment each other"
navy,lavender,yellow,black,9,Try wearing brown shoes with a navy suit
navy,lavender,yellow,brown,10, 
Dark Grey,white,black,black,9, 
Dark Grey,white,black,brown,8,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,white,navy,black,10, 
Dark Grey,white,navy,brown,7,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,white,light blue,black,10, 
Dark Grey,white,light blue,brown,8,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,white,red,black,10, 
Dark Grey,white,red,brown,8,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,white,lavender,black,10, 
Dark Grey,white,lavender,brown,8,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,white,orange,black,10, 
Dark Grey,white,orange,brown,9,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,white,brown,black,8,Try wearing a brighter tie with a couple of dark colors
Dark Grey,white,brown,brown,7,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,white,green,black,10, 
Dark Grey,white,green,brown,9,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,white,yellow,black,10, 
Dark Grey,white,yellow,brown,9,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,grey,black,black,10, 
Dark Grey,grey,black,brown,9,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,grey,navy,black,8,Try wearing a brighter tie with a couple of dark colors
Dark Grey,grey,navy,brown,7,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,grey,light blue,black,10, 
Dark Grey,grey,light blue,brown,9,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,grey,red,black,10, 
Dark Grey,grey,red,brown,9,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,grey,lavender,black,10, 
Dark Grey,grey,lavender,brown,9,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,grey,orange,black,10, 
Dark Grey,grey,orange,brown,9,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,grey,brown,black,8, 
Dark Grey,grey,brown,brown,7,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,grey,green,black,10, 
Dark Grey,grey,green,brown,9,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,grey,yellow,black,10, 
Dark Grey,grey,yellow,brown,9,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,light blue,black,black,10, 
Dark Grey,light blue,black,brown,9,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,light blue,navy,black,8, 
Dark Grey,light blue,navy,brown,7,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,light blue,light blue,black,8,Matching your shirt and tie is tricky- make sure they are the exact same shade and there is at least one pattern
Dark Grey,light blue,light blue,brown,7,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,light blue,red,black,10, 
Dark Grey,light blue,red,brown,9,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,light blue,lavender,black,10, 
Dark Grey,light blue,lavender,brown,9,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,light blue,orange,black,10, 
Dark Grey,light blue,orange,brown,9,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,light blue,brown,black,8,Try wearing a brighter tie with a couple of dark colors
Dark Grey,light blue,brown,brown,7,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,light blue,green,black,10, 
Dark Grey,light blue,green,brown,9,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,light blue,yellow,black,10, 
Dark Grey,light blue,yellow,brown,9,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,royal blue,black,black,10, 
Dark Grey,royal blue,black,brown,8,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,royal blue,navy,black,8,Try wearing a brighter tie with a couple of dark colors
Dark Grey,royal blue,navy,brown,7,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,royal blue,light blue,black,9,"Too many blues- change the shirt to a different color-try white, grey or lavender"
Dark Grey,royal blue,light blue,brown,8,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,royal blue,red,black,10, 
Dark Grey,royal blue,red,brown,9,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,royal blue,lavender,black,10, 
Dark Grey,royal blue,lavender,brown,9,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,royal blue,orange,black,10, 
Dark Grey,royal blue,orange,brown,9,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,royal blue,brown,black,9,Try wearing a brighter tie with a couple of dark colors
Dark Grey,royal blue,brown,brown,8,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,royal blue,green,black,10, 
Dark Grey,royal blue,green,brown,9,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,royal blue,yellow,black,10, 
Dark Grey,royal blue,yellow,brown,9,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,lavender,black,black,10, 
Dark Grey,lavender,black,brown,9,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,lavender,navy,black,8,Try wearing a brighter tie with a couple of dark colors
Dark Grey,lavender,navy,brown,7,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,lavender,light blue,black,10, 
Dark Grey,lavender,light blue,brown,9,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,lavender,red,black,9, 
Dark Grey,lavender,red,brown,8,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,lavender,lavender,black,8,Matching your shirt and tie is tricky- make sure they are the exact same shade and there is at least one pattern
Dark Grey,lavender,lavender,brown,7,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes. Matching your shirt and tie is tricky- make sure they are the exact same shade and there is at least one pattern"
Dark Grey,lavender,orange,black,9,"That's a unique shirt and tie combo, make sure they compliment each other"
Dark Grey,lavender,orange,brown,8,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,lavender,brown,black,8,Try wearing a brighter tie with a couple of dark colors
Dark Grey,lavender,brown,brown,7,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,lavender,green,black,8,"That's a unique shirt and tie combo, make sure they compliment each other"
Dark Grey,lavender,green,brown,7,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Dark Grey,lavender,yellow,black,10, 
Dark Grey,lavender,yellow,brown,9,"Dark grey suits sometimes have black threads in them. If this is the case, wear black shoes."
Grey,white,black,black,10, 
Grey,white,black,brown,9,Try wearing a brighter tie with a couple of dark colors
Grey,white,navy,black,8, 
Grey,white,navy,brown,10, 
Grey,white,light blue,black,10, 
Grey,white,light blue,brown,10, 
Grey,white,red,black,10, 
Grey,white,red,brown,10, 
Grey,white,lavender,black,10,Suit is looking good but you may want to swap for some darker colors if there is an important meeting
Grey,white,lavender,brown,10,Suit is looking good but you may want to swap for some darker colors if there is an important meeting
Grey,white,orange,black,10,Suits looking good but you may want to swap for some darker colors if there is an important meeting
Grey,white,orange,brown,10,Suits looking good but you may want to swap for some darker colors if there is an important meeting
Grey,white,brown,black,9,Try wearing a brighter tie with a couple of dark colors
Grey,white,brown,brown,10,Try wearing a brighter tie with a couple of dark colors
Grey,white,green,black,10,Suits is looking good but you may want to swap for some darker colors if there is an important meeting
Grey,white,green,brown,10,Suits is looking good but you may want to swap for some darker colors if there is an important meeting
Grey,white,yellow,black,10,Suits is looking good but you may want to swap for some darker colors if there is an important meeting
Grey,white,yellow,brown,10,Suits is looking good but you may want to swap for some darker colors if there is an important meeting
Grey,grey,black,black,10,Suits is looking good but you may want to swap for some darker colors if there is an important meeting
Grey,grey,black,brown,6,Your suit and shirt should never match! Try wearing a brighter tie with a couple of dark colors
Grey,grey,navy,black,4,Your suit and shirt should never match! Try wearing a brighter tie with a couple of dark colors
Grey,grey,navy,brown,8,Your suit and shirt should never match!
Grey,grey,light blue,black,8,Your suit and shirt should never match!
Grey,grey,light blue,brown,8,Your suit and shirt should never match!
Grey,grey,red,black,8,Your suit and shirt should never match!
Grey,grey,red,brown,8,Your suit and shirt should never match!
Grey,grey,lavender,black,8,Your suit and shirt should never match!
Grey,grey,lavender,brown,8,Your suit and shirt should never match!
Grey,grey,orange,black,8,Your suit and shirt should never match!
Grey,grey,orange,brown,8,Your suit and shirt should never match!
Grey,grey,brown,black,7,Your suit and shirt should never match! Try wearing a brighter tie with a couple of dark colors
Grey,grey,brown,brown,8,Your suit and shirt should never match! Try wearing a brighter tie with a couple of dark colors
Grey,grey,green,black,8,Your suit and shirt should never match!
Grey,grey,green,brown,7,Your suit and shirt should never match!
Grey,grey,yellow,black,8,Your suit and shirt should never match!
Grey,grey,yellow,brown,7,Your suit and shirt should never match!
Grey,light blue,black,black,10, 
Grey,light blue,black,brown,8,Swap your brown shoes for some black ones
Grey,light blue,navy,black,8, 
Grey,light blue,navy,brown,10, 
Grey,light blue,light blue,black,8, 
Grey,light blue,light blue,brown,8, 
Grey,light blue,red,black,10, 
Grey,light blue,red,brown,10, 
Grey,light blue,lavender,black,10, 
Grey,light blue,lavender,brown,10, 
Grey,light blue,orange,black,10, 
Grey,light blue,orange,brown,10, 
Grey,light blue,brown,black,8,Swap your black shoes for some brown ones
Grey,light blue,brown,brown,8, 
Grey,light blue,green,black,10, 
Grey,light blue,green,brown,10, 
Grey,light blue,yellow,black,10, 
Grey,light blue,yellow,brown,10, 
Grey,royal blue,black,black,10, 
Grey,royal blue,black,brown,8, 
Grey,royal blue,navy,black,7,Try wearing a brighter tie with a couple of dark colors
Grey,royal blue,navy,brown,8,Try wearing a brighter tie with a couple of dark colors
Grey,royal blue,light blue,black,9,"Too many blues- change the shirt to a different color-try white, grey or lavender"
Grey,royal blue,light blue,brown,9,"Too many blues- change the shirt to a different color-try white, grey or lavender"
Grey,royal blue,red,black,10, 
Grey,royal blue,red,brown,9, 
Grey,royal blue,lavender,black,10, 
Grey,royal blue,lavender,brown,10, 
Grey,royal blue,orange,black,10, 
Grey,royal blue,orange,brown,9, 
Grey,royal blue,brown,black,7,Try wearing a brighter tie with a couple of dark colors
Grey,royal blue,brown,brown,8,Try wearing a brighter tie with a couple of dark colors
Grey,royal blue,green,black,10, 
Grey,royal blue,green,brown,10, 
Grey,royal blue,yellow,black,10, 
Grey,royal blue,yellow,brown,10, 
Grey,lavender,black,black,10, 
Grey,lavender,black,brown,8, 
Grey,lavender,navy,black,8,Swap your black shoes for some brown ones
Grey,lavender,navy,brown,10, 
Grey,lavender,light blue,black,10, 
Grey,lavender,light blue,brown,10, 
Grey,lavender,red,black,10,"That's a unique shirt and tie combo, make sure they compliment each other"
Grey,lavender,red,brown,10,"That's a unique shirt and tie combo, make sure they compliment each other"
Grey,lavender,lavender,black,8,Matching your shirt and tie is tricky- make sure they are the exact same shade and there is at least one pattern
Grey,lavender,lavender,brown,8,Matching your shirt and tie is tricky- make sure they are the exact same shade and there is at least one pattern
Grey,lavender,orange,black,9,"That's a unique shirt and tie combo, make sure they compliment each other"
Grey,lavender,orange,brown,9,"That's a unique shirt and tie combo, make sure they compliment each other"
Grey,lavender,brown,black,7,Try wearing a brighter tie with a couple of dark colors
Grey,lavender,brown,brown,9,Try wearing a brighter tie with a couple of dark colors
Grey,lavender,green,black,9, 
Grey,lavender,green,brown,9,"That's a unique shirt and tie combo, make sure they compliment each other"
Grey,lavender,yellow,black,9,"That's a unique shirt and tie combo, make sure they compliment each other"
Grey,lavender,yellow,brown,9,"That's a unique shirt and tie combo, make sure they compliment each other"
brown,white,black,black,7,"Too many dark colors, add some color! Brown shoes should be worn with a brown suit."
brown,white,black,brown,6.5,"Too many dark colors, add some color!"
brown,white,navy,black,8.5,Brown shoes should be worn with a brown suit
brown,white,navy,brown,10, 
brown,white,light blue,black,8.5,Brown shoes should be worn with a brown suit
brown,white,light blue,brown,10, 
brown,white,red,black,8.5,Brown shoes should be worn with a brown suit
brown,white,red,brown,10, 
brown,white,lavender,black,8.5,Brown shoes should be worn with a brown suit
brown,white,lavender,brown,10, 
brown,white,orange,black,7.5,Brown shoes should be worn with a brown suit. Orange and brown is a tricky color combo- try a different tie!
brown,white,orange,brown,9,Orange and brown is a tricky color combo- try a different tie!
brown,white,brown,black,7.5,Brown shoes should be worn with a brown suit
brown,white,brown,brown,9,"Too much brown, Add some color!"
brown,white,green,black,8.5,Brown shoes should be worn with a brown suit
brown,white,green,brown,10, 
brown,white,yellow,black,8.5,Brown shoes should be worn with a brown suit
brown,white,yellow,brown,10, 
brown,grey,black,black,6.5,"Brown shoes should be worn with a brown suit. Too many neutrals, add some color!"
brown,grey,black,brown,8,"Too many neutrals, add some color!"
brown,grey,navy,black,6.5,"Brown shoes should be worn with a brown suit. Too many neutrals, add some color!"
brown,grey,navy,brown,8,"Too many neutrals, add some color!"
brown,grey,light blue,black,6.5,Brown shoes should be worn with a brown suit
brown,grey,light blue,brown,8, 
brown,grey,red,black,6.5,Brown shoes should be worn with a brown suit
brown,grey,red,brown,8, 
brown,grey,lavender,black,6.5,Brown shoes should be worn with a brown suit
brown,grey,lavender,brown,8, 
brown,grey,orange,black,5.5,Brown shoes should be worn with a brown suit. Orange and brown is a tricky color combo- try a different tie!
brown,grey,orange,brown,7,Orange and brown is a tricky color combo- try a different tie!
brown,grey,brown,black,5.5,"Brown shoes should be worn with a brown suit. Too many neutrals, add some color!"
brown,grey,brown,brown,7,"Too much brown, Add some color!"
brown,grey,green,black,6.5,Brown shoes should be worn with a brown suit
brown,grey,green,brown,8, 
brown,grey,yellow,black,6.5,Brown shoes should be worn with a brown suit
brown,grey,yellow,brown,8, 
brown,light blue,black,black,7.5,"Brown shoes should be worn with a brown suit. Too many neutrals, add some color!"
brown,light blue,black,brown,9,Swap the tie for a more colorful tie
brown,light blue,navy,black,8.5,Brown shoes should be worn with a brown suit
brown,light blue,navy,brown,10, 
brown,light blue,light blue,black,7.5,Brown shoes should be worn with a brown suit
brown,light blue,light blue,brown,9, 
brown,light blue,red,black,8.5,Brown shoes should be worn with a brown suit
brown,light blue,red,brown,10, 
brown,light blue,lavender,black,8.5,Brown shoes should be worn with a brown suit
brown,light blue,lavender,brown,10, 
brown,light blue,orange,black,8.5,Brown shoes should be worn with a brown suit
brown,light blue,orange,brown,10, 
brown,light blue,brown,black,7.5,Brown shoes should be worn with a brown suit
brown,light blue,brown,brown,9,"Too much brown, Add some color!"
brown,light blue,green,black,8.5,Brown shoes should be worn with a brown suit
brown,light blue,green,brown,10, 
brown,light blue,yellow,black,8.5,Brown shoes should be worn with a brown suit
brown,light blue,yellow,brown,10, 
brown,royal blue,black,black,6.5,Brown shoes should be worn with a brown suit
brown,royal blue,black,brown,8, 
brown,royal blue,navy,black,8,Brown shoes should be worn with a brown suit
brown,royal blue,navy,brown,9.5, 
brown,royal blue,light blue,black,7.5,Brown shoes should be worn with a brown suit
brown,royal blue,light blue,brown,9, 
brown,royal blue,red,black,8.5,Brown shoes should be worn with a brown suit
brown,royal blue,red,brown,10, 
brown,royal blue,lavender,black,7.5,Brown shoes should be worn with a brown suit
brown,royal blue,lavender,brown,9, 
brown,royal blue,orange,black,7.5,Brown shoes should be worn with a brown suit. Orange and brown is a tricky color combo- try a different tie!
brown,royal blue,orange,brown,9,Orange and brown is a tricky color combo- try a different tie!
brown,royal blue,brown,black,6.5,Brown shoes should be worn with a brown suit
brown,royal blue,brown,brown,8,"Too much brown, Add some color!"
brown,royal blue,green,black,6.5,Brown shoes should be worn with a brown suit
brown,royal blue,green,brown,8, 
brown,royal blue,yellow,black,8.5,Brown shoes should be worn with a brown suit
brown,royal blue,yellow,brown,10, 
brown,lavender,black,black,6.5,Brown shoes should be worn with a brown suit
brown,lavender,black,brown,8, 
brown,lavender,navy,black,8.5,Brown shoes should be worn with a brown suit
brown,lavender,navy,brown,10, 
brown,lavender,light blue,black,8.5,Brown shoes should be worn with a brown suit
brown,lavender,light blue,brown,10, 
brown,lavender,red,black,8.5,Brown shoes should be worn with a brown suit
brown,lavender,red,brown,10, 
brown,lavender,lavender,black,7.5,Brown shoes should be worn with a brown suit
brown,lavender,lavender,brown,9, 
brown,lavender,orange,black,7.5,Brown shoes should be worn with a brown suit
brown,lavender,orange,brown,9, 
brown,lavender,brown,black,6.5,Brown shoes should be worn with a brown suit
brown,lavender,brown,brown,8, 
brown,lavender,green,black,8.5,Brown shoes should be worn with a brown suit
brown,lavender,green,brown,10, 
brown,lavender,yellow,black,8.5,Brown shoes should be worn with a brown suit
brown,lavender,yellow,brown,10, 
